id,type,acct_balance
41986,703-004-5380,1002.04407
41987,703-004-5391,9085.263
41988,703-004-5391,8610.841
41989,703-004-5383,6666.643
4199,703-004-5391,3905.353
41990,703-004-5382,1298.4187
41991,703-004-5381,298.7796
41992,703-004-5399,2635.793
41993,703-004-5380,1879.9192
41994,703-004-5385,280.81656
41995,703-004-5397,7301.771
41996,207-008-2398,5412.7896
41997,703-004-5380,9593.871
41998,703-004-5389,883.5638
41999,703-004-5396,3476.1113
42,703-004-5380,2139.6147
420,703-004-5385,8209.267
4200,703-004-5392,2170.8472
42000,703-004-5382,9334.613
42001,703-004-5385,2189.864
42002,703-004-5381,4163.8335
42003,703-004-5382,8274.229
42004,703-004-5393,4221.886
42005,703-004-5392,4268.184
42006,703-004-5381,2082.7896
42007,703-004-5395,4118.304
42008,703-004-5388,9327.025
42009,703-004-5390,2125.7437
4201,703-004-5386,1770.0886
42010,703-004-5382,1138.0613
42011,207-008-2399,729.267
42012,207-008-2398,3395.908
42013,703-004-5397,6298.823
42014,703-004-5381,4258.46
42015,207-008-2398,8745.643
42016,703-004-5397,7135.453
42017,703-004-5387,3242.5374
42018,703-004-5397,8363.22
42019,703-004-5386,6286.6606
4202,703-004-5395,3543.9575
42020,703-004-5384,6432.8237
42021,703-004-5381,7808.4756
42022,703-004-5389,2862.6584
42023,703-004-5392,2150.6245
42024,703-004-5384,3360.0574
42025,703-004-5399,5328.5996
42026,703-004-5397,2563.6572
42027,703-004-5387,3240.366
42028,703-004-5397,2364.2476
42029,703-004-5397,9166.377
4203,703-004-5399,3821.2722
42030,703-004-5399,3471.9138
42031,703-004-5387,9531.049
42032,703-004-5390,8614.041
42033,703-004-5391,5424.6978
42034,703-004-5380,1750.6683
42035,703-004-5391,3288.1372
42036,703-004-5395,8015.6616
42037,703-004-5382,4160.235
42038,703-004-5385,1880.5021
42039,703-004-5391,6378.5923
4204,703-004-5385,83.28796
42040,703-004-5389,255.02562
42041,703-004-5388,3673.7913
42042,703-004-5393,2533.272
42043,703-004-5393,9493.314
42044,703-004-5381,8103.2334
42045,703-004-5397,802.99554
42046,703-004-5396,7714.8306
42047,703-004-5397,2494.4402
42048,703-004-5399,3440.4517
42049,703-004-5388,6208.215
4205,703-004-5382,4725.5254
42050,207-008-2398,1480.6622
42051,703-004-5399,6989.9917
42052,703-004-5386,3560.3328
42053,703-004-5398,3744.011
42054,703-004-5381,5426.0933
42055,703-004-5389,7213.9614
42056,703-004-5395,7931.0415
42057,703-004-5398,5178.898
42058,703-004-5395,219.49231
42059,703-004-5390,9404.692
4206,703-004-5394,3301.139
42060,703-004-5382,5300.9014
42061,703-004-5385,8441.95
42062,703-004-5394,6763.8726
42063,703-004-5396,3598.6257
42064,703-004-5388,4940.084
42065,703-004-5394,3791.337
42066,703-004-5398,1148.8014
42067,703-004-5390,3175.2593
42068,703-004-5388,591.42944
42069,207-008-2399,8601.115
4207,703-004-5381,925.21545
42070,703-004-5385,1443.7294
42071,703-004-5392,8199.358
42072,703-004-5384,1162.1761
42073,703-004-5382,9934.509
42074,703-004-5388,9958.97
42075,703-004-5395,4879.385
42076,703-004-5399,4821.666
42077,703-004-5394,9647.853
42078,703-004-5383,1677.4636
42079,703-004-5397,9827.939
4208,703-004-5397,6863.5566
42080,703-004-5399,1924.9004
42081,703-004-5398,5147.694
42082,703-004-5383,8619.8
42083,703-004-5384,446.4084
42084,703-004-5384,308.56012
42085,703-004-5385,3273.0437
42086,703-004-5399,1514.7985
42087,703-004-5390,3242.132
42088,703-004-5389,9987.93
42089,703-004-5385,4278.9497
4209,703-004-5392,9403.541
42090,207-008-2399,216.32672
42091,207-008-2398,1410.9445
42092,207-008-2399,4879.0376
42093,703-004-5382,6316.6953
42094,703-004-5386,5170.5293
42095,703-004-5391,8561.812
42096,703-004-5392,4211.7095
42097,703-004-5389,422.5552
42098,703-004-5388,5549.451
42099,703-004-5393,4637.788
421,703-004-5391,341.17044
4210,703-004-5397,3623.6602
42100,703-004-5397,4721.803
42101,703-004-5386,1445.5581
42102,703-004-5388,5310.2046
42103,703-004-5395,739.5607
42104,703-004-5395,209.046
42105,703-004-5381,3821.631
42106,703-004-5392,6201.409
42107,703-004-5388,9896.919
42108,703-004-5398,1462.2688
42109,703-004-5380,2669.1401
4211,703-004-5392,6083.5464
42110,703-004-5396,5496.5596
42111,703-004-5399,4356.7554
42112,703-004-5387,9054.335
42113,703-004-5383,1065.4307
42114,207-008-2399,5658.299
42115,703-004-5395,533.5248
42116,207-008-2398,5858.8545
42117,703-004-5390,8536.989
42118,703-004-5396,5749.7324
42119,703-004-5384,222.2842
4212,207-008-2398,2340.8628
42120,703-004-5387,4794.986
42121,703-004-5380,8762.194
42122,703-004-5383,8689.546
42123,703-004-5389,7063.8247
42124,703-004-5396,7900.163
42125,207-008-2399,8962.279
42126,703-004-5399,4822.059
42127,703-004-5394,5463.4224
42128,703-004-5390,7564.9995
42129,207-008-2399,5379.4966
4213,703-004-5386,3533.6113
42130,703-004-5387,7544.331
42131,703-004-5386,2528.4214
42132,703-004-5389,798.7076
42133,703-004-5394,182.72757
42134,703-004-5385,1339.652
42135,703-004-5381,6884.6094
42136,703-004-5385,6789.7725
42137,703-004-5392,8634.088
42138,703-004-5399,597.2415
42139,703-004-5398,3949.2344
4214,703-004-5397,1431.6892
42140,703-004-5390,1862.6284
42141,703-004-5399,9930.068
42142,703-004-5389,413.62823
42143,703-004-5389,9011.913
42144,703-004-5389,3332.5696
42145,703-004-5396,1586.0254
42146,703-004-5398,3611.7393
42147,703-004-5394,9860.159
42148,207-008-2398,6891.041
42149,703-004-5396,2302.308
4215,703-004-5384,5025.783
42150,703-004-5391,7502.4385
42151,703-004-5390,3611.375
42152,703-004-5385,4008.9797
42153,703-004-5395,3023.774
42154,207-008-2399,6911.829
42155,703-004-5382,227.8024
42156,703-004-5391,1813.2466
42157,703-004-5390,1854.5342
42158,703-004-5391,1223.513
42159,703-004-5388,2339.744
4216,703-004-5388,5878.839
42160,703-004-5380,3085.3623
42161,703-004-5383,8373.552
42162,703-004-5391,7503.348
42163,703-004-5394,5677.3823
42164,207-008-2398,4406.301
42165,703-004-5381,2936.6611
42166,703-004-5388,3387.5168
42167,703-004-5398,3500.9749
42168,703-004-5383,3366.8267
42169,703-004-5384,3347.3438
4217,703-004-5393,4641.138
42170,703-004-5388,9716.195
42171,703-004-5387,6458.1353
42622,207-008-2398,9414.291
42623,703-004-5391,8532.518
42624,703-004-5398,6820.9497
42625,703-004-5381,2807.9158
42626,703-004-5397,7898.023
42627,703-004-5388,3924.9348
42628,703-004-5384,1752.199
42629,703-004-5394,7814.977
4263,703-004-5381,9561.115
42630,703-004-5395,7968.367
42631,703-004-5381,6468.8247
42632,703-004-5388,146.62445
42633,703-004-5391,537.1439
42634,703-004-5384,8925.858
42635,207-008-2399,7987.4634
42636,207-008-2398,4746.907
42637,703-004-5392,5579.9897
42638,703-004-5381,1982.2222
42639,207-008-2398,7099.593
4264,703-004-5384,3232.7139
42640,207-008-2399,5261.169
42641,703-004-5393,347.867
42642,703-004-5391,1018.4592
42643,703-004-5385,7452.0903
42644,703-004-5386,1967.6393
42645,703-004-5395,721.1888
42646,703-004-5390,7731.27
42647,703-004-5384,8567.236
42648,703-004-5387,1171.4495
42649,703-004-5387,1446.6381
4265,703-004-5391,4303.2847
42650,207-008-2398,2807.8223
42651,703-004-5397,7629.002
42652,703-004-5380,8299.215
42653,703-004-5386,2203.1433
42654,703-004-5395,3765.399
42655,703-004-5395,5302.143
42656,703-004-5399,2007.5035
42657,703-004-5388,160.84015
42658,703-004-5388,3572.9385
42659,703-004-5395,5969.936
4266,703-004-5389,180.00484
42660,703-004-5383,9456.479
42661,703-004-5393,3634.0989
42662,703-004-5396,329.41818
42663,703-004-5388,2012.8315
42664,703-004-5380,4860.2583
42665,703-004-5386,1455.6014
42666,703-004-5395,5574.4985
42667,703-004-5396,8907.237
42668,703-004-5394,9817.321
42669,703-004-5386,3504.8955
4267,703-004-5397,9185.433
42670,703-004-5386,7292.815
42671,703-004-5391,7455.7812
42672,703-004-5380,6922.924
42673,703-004-5399,3478.313
42674,703-004-5386,2186.5022
42675,703-004-5399,4634.556
42676,703-004-5397,5151.981
42677,703-004-5393,2810.142
42678,703-004-5393,795.13074
42679,703-004-5383,3256.6924
4268,703-004-5391,9500.348
42680,703-004-5391,4803.1675
42681,703-004-5397,5822.3086
42682,207-008-2398,176.32365
42683,703-004-5395,2047.8434
42684,703-004-5381,4845.5645
42685,703-004-5392,457.23795
42686,703-004-5386,3062.849
42687,703-004-5385,7024.6045
42688,703-004-5399,1319.5825
42689,703-004-5386,3341.7158
4269,703-004-5398,1897.6008
42690,207-008-2399,5960.9453
42691,207-008-2398,2518.555
42692,207-008-2398,3332.8892
42693,703-004-5389,2553.3933
42694,703-004-5383,6400.73
42695,703-004-5389,1752.7986
42696,703-004-5396,21.159054
42697,703-004-5388,4985.4033
42698,703-004-5390,7301.5635
42699,703-004-5398,2952.062
427,703-004-5384,8174.4463
4270,207-008-2399,9833.855
42700,703-004-5385,8484.28
42701,703-004-5399,6082.651
42702,703-004-5388,3752.6953
42703,703-004-5385,1281.1368
42704,703-004-5382,2003.0016
42705,207-008-2399,5627.1743
42706,703-004-5393,5802.1836
42707,703-004-5393,2944.0254
42708,703-004-5380,1384.0437
42709,703-004-5380,459.92792
4271,703-004-5380,4078.4849
42710,703-004-5384,1370.1373
42711,703-004-5386,4940.579
42712,703-004-5392,6961.025
42713,207-008-2398,6570.4287
42714,703-004-5388,5550.0425
42715,703-004-5398,8327.879
42716,703-004-5386,3512.4707
42717,207-008-2398,6298.5293
42718,703-004-5394,8221.494
42719,703-004-5382,2075.2412
4272,703-004-5398,2456.0862
42720,207-008-2398,9267.291
42721,703-004-5388,7918.504
42722,703-004-5382,7353.7886
42723,703-004-5394,1177.981
42724,703-004-5389,2005.1527
42725,703-004-5383,7606.616
42726,703-004-5385,2046.4724
42727,703-004-5391,6043.3853
42728,703-004-5397,5969.498
42729,703-004-5381,9272.664
4273,703-004-5384,435.72784
42730,703-004-5393,2305.246
42731,703-004-5390,4466.1963
42732,703-004-5389,7931.463
42733,703-004-5394,2348.9243
42734,703-004-5390,3170.6577
42735,703-004-5392,9744.413
42736,703-004-5395,5336.886
42737,703-004-5390,1502.2933
42738,703-004-5386,4929.195
42739,703-004-5384,2020.2815
4274,703-004-5395,5016.7085
42740,703-004-5395,7305.9126
42741,703-004-5380,7560.0513
42742,703-004-5387,3844.114
42743,703-004-5390,7482.129
42744,703-004-5397,1192.6079
42745,703-004-5393,1522.786
42746,703-004-5380,2845.89
42747,703-004-5389,9706.461
42748,703-004-5386,8337.365
42749,703-004-5391,8264.655
4275,207-008-2399,4479.516
42750,703-004-5389,8798.6455
42751,703-004-5381,2310.1323
42752,703-004-5396,9204.001
42753,703-004-5392,1303.4279
42754,703-004-5380,5307.604
42755,703-004-5393,4186.856
42756,703-004-5389,3445.767
42757,703-004-5384,5369.165
42758,703-004-5398,4356.9224
42759,207-008-2398,5026.2783
4276,207-008-2398,1999.2191
42760,703-004-5393,420.30453
42761,207-008-2398,2237.0679
42762,703-004-5388,1741.9678
42763,703-004-5384,5682.2783
42764,703-004-5380,4607.677
42765,703-004-5397,2541.58
42766,703-004-5398,6426.2
42767,703-004-5389,2278.4036
42768,703-004-5392,8110.4424
42769,703-004-5384,2087.7112
4277,703-004-5388,5053.903
42770,703-004-5394,131.76799
42771,703-004-5391,7589.03
42772,703-004-5397,9230.775
42773,703-004-5390,8098.6123
42774,703-004-5384,9383.506
42775,703-004-5385,5796.36
42776,703-004-5397,3132.1274
42777,703-004-5385,7651.025
42778,703-004-5398,4170.352
42779,703-004-5380,6854.0537
4278,703-004-5391,8207.167
42780,703-004-5382,1182.4811
42781,703-004-5380,9576.542
42782,703-004-5388,2612.021
42783,703-004-5398,2175.1196
42784,703-004-5389,5664.254
42785,703-004-5396,7354.8276
42786,703-004-5399,5944.765
42787,703-004-5382,3786.3225
42788,703-004-5381,9904.37
42789,703-004-5392,765.1895
4279,703-004-5398,7359.5103
42790,703-004-5397,1808.7018
42791,703-004-5399,1367.7817
42792,703-004-5382,9015.585
42793,703-004-5391,4984.919
42794,703-004-5385,2190.171
42795,703-004-5397,9995.11
42796,207-008-2398,5715.919
42797,703-004-5389,1466.8256
42798,703-004-5386,2431.572
42799,703-004-5391,4039.2815
428,703-004-5390,808.8106
4280,703-004-5393,2878.5627
42800,703-004-5393,1626.8807
42801,703-004-5396,4060.3423
42802,703-004-5394,1461.9124
42803,703-004-5397,3618.2456
42804,703-004-5395,9234.99
42805,703-004-5386,6217.3433
42806,703-004-5396,3281.6313
42807,703-004-5389,1113.9191
42808,703-004-5380,4186.98
42809,703-004-5392,7004.9463
4281,703-004-5391,5390.978
42810,207-008-2399,4950.931
42811,703-004-5382,6318.3896
42812,703-004-5398,8551.548
42813,703-004-5386,1309.582
42814,703-004-5395,3489.6982
42815,703-004-5397,1928.4194
42816,703-004-5381,1221.2092
42817,703-004-5380,8183.3916
42818,703-004-5398,8205.309
42819,703-004-5386,9966.331
4282,703-004-5393,7806.731
42820,703-004-5399,6134.309
42821,703-004-5384,748.45435
42822,703-004-5389,7079.143
42823,703-004-5394,8294.9
42824,703-004-5392,5327.67
42825,703-004-5387,8872.975
42826,703-004-5392,5679.6177
42827,703-004-5396,5944.124
42828,703-004-5397,7731.6133
42829,703-004-5391,6630.7046
4283,703-004-5393,8003.2773
42830,703-004-5385,9926.534
42831,703-004-5388,9800.739
42832,703-004-5388,8689.951
42833,703-004-5395,5355.2876
42834,703-004-5397,6525.025
42835,703-004-5386,1198.3842
42836,703-004-5383,5204.41
42837,703-004-5390,1613.1466
42838,207-008-2399,4243.3374
42839,703-004-5387,2381.9805
4284,703-004-5392,5644.3013
42840,703-004-5380,19.456148
42841,703-004-5385,4562.2314
42842,703-004-5381,6944.739
42843,703-004-5390,3322.7944
42844,703-004-5385,1322.3654
42845,703-004-5395,5124.623
42846,207-008-2399,6114.5186
42847,703-004-5390,8252.7295
42848,703-004-5393,1924.7216
42849,703-004-5390,881.086
4285,703-004-5396,2097.4583
42850,703-004-5389,4118.9565
42851,703-004-5391,6487.091
42852,703-004-5399,4324.5425
42853,703-004-5399,271.0855
42854,207-008-2399,6584.324
42855,703-004-5385,3981.2178
42856,703-004-5382,6190.0703
42857,703-004-5399,1389.3998
42858,207-008-2399,7722.8403
42859,703-004-5387,3189.7212
4286,703-004-5384,5173.3022
42860,703-004-5380,9138.896
42861,703-004-5390,8557.521
42862,703-004-5395,6299.0356
42863,703-004-5397,1060.8381
42864,703-004-5399,5066.2563
42865,703-004-5384,580.38116
42866,207-008-2399,2120.9663
42867,703-004-5386,5069.6646
42868,703-004-5393,423.0541
42869,703-004-5381,1568.2572
4287,703-004-5390,7223.8267
42870,703-004-5390,6025.0376
42871,703-004-5396,3844.8948
42872,703-004-5396,6208.571
42873,703-004-5387,7807.237
42874,703-004-5397,9939.928
42875,703-004-5386,2059.021
42876,703-004-5388,5526.756
42877,703-004-5394,23.290516
42878,703-004-5389,5606.4805
42879,703-004-5380,5054.458
4288,703-004-5397,4015.9917
42880,703-004-5387,9591.986
42881,703-004-5386,9610.634
42882,703-004-5394,2400.0417
42883,703-004-5389,55.895447
42884,703-004-5382,1847.5121
42885,703-004-5381,2049.3435
42886,703-004-5392,9913.936
42887,703-004-5397,2911.5576
42888,703-004-5396,7801.2974
42889,703-004-5397,9273.991
4289,703-004-5385,2982.9443
42890,703-004-5387,4616.4336
42891,703-004-5397,3084.864
42892,207-008-2399,6658.0356
42893,703-004-5386,7191.0327
42894,703-004-5382,3387.8667
42895,703-004-5397,4283.3965
42896,703-004-5389,3604.905
42897,703-004-5397,1820.333
42898,703-004-5390,2808.246
42899,703-004-5393,1129.3495
429,703-004-5384,8743.439
4290,703-004-5398,58.40719
42900,703-004-5395,7362.547
42901,703-004-5381,7087.574
42902,703-004-5380,5682.4746
42903,703-004-5384,9689.046
42904,703-004-5392,9358.01
42905,703-004-5386,9181.72
42906,703-004-5391,5118.6055
42907,703-004-5393,8261.509
42908,703-004-5389,4974.046
42909,703-004-5395,4645.8965
4291,703-004-5383,4167.3867
42910,703-004-5393,154.01065
42911,207-008-2398,4829.4355
42912,703-004-5384,7366.133
42913,703-004-5398,5737.361
42914,703-004-5386,325.28342
42915,207-008-2399,5309.1997
42916,703-004-5399,8857.844
42917,207-008-2398,9885.905
42918,703-004-5396,7353.111
42919,703-004-5392,6079.7876
4292,703-004-5387,1314.9894
42920,703-004-5399,6324.1006
42921,703-004-5397,5296.7417
42922,703-004-5395,6399.595
42923,703-004-5385,4465.8696
42924,703-004-5388,8654.471
42925,703-004-5391,7212.7227
42926,703-004-5383,7319.831
42927,703-004-5387,2420.4265
42928,703-004-5389,4995.8906
42929,703-004-5385,1548.3821
4293,703-004-5385,7853.5884
42930,703-004-5388,3643.9216
42931,703-004-5387,2596.5427
42932,703-004-5398,7774.226
42933,703-004-5386,1603.9777
42934,703-004-5385,8960.136
42935,703-004-5399,5655.172
42936,703-004-5393,9435.077
42937,703-004-5395,4033.7031
42938,703-004-5390,1452.2683
42939,703-004-5381,9943.579
4294,207-008-2398,578.6693
42940,207-008-2398,5765.239
42941,703-004-5387,6732.521
42942,703-004-5395,1728.844
42943,703-004-5397,8513.592
42944,703-004-5395,2565.4846
42945,703-004-5387,4742.65
42946,703-004-5390,7546.598
42947,703-004-5391,3083.455
42948,703-004-5382,2302.3188
42949,703-004-5382,9215.153
4295,207-008-2398,9979.362
42950,703-004-5395,5619.7705
42951,703-004-5396,8192.627
42952,703-004-5384,1818.8632
42953,703-004-5384,6063.995
42954,703-004-5395,255.46252
42955,703-004-5397,8199.748
42956,703-004-5385,7639.098
42957,703-004-5389,36.470295
42958,703-004-5385,5414.6226
42959,703-004-5384,2888.1584
4296,703-004-5385,100.57748
42960,703-004-5384,9844.664
42961,207-008-2398,8495.119
42962,703-004-5383,1520.2665
42963,703-004-5388,7562.081
42964,703-004-5389,9459.29
42965,703-004-5399,1756.8881
42966,703-004-5390,1112.5642
42967,703-004-5387,5049.6704
42968,703-004-5392,9661.708
42969,207-008-2399,2780.0781
4297,703-004-5387,298.66516
42970,207-008-2399,7428.658
42971,703-004-5385,8761.53
42972,703-004-5380,8555.345
42973,703-004-5384,5981.9307
42974,703-004-5384,324.6039
42975,703-004-5382,8793.933
42976,703-004-5385,7159.699
42977,703-004-5388,2095.908
42978,703-004-5392,3029.257
42979,703-004-5380,5867.417
4298,703-004-5381,6244.906
42980,703-004-5399,5092.7734
42981,703-004-5385,8613.419
42982,703-004-5385,4898.4062
42983,703-004-5384,8690.133
42984,703-004-5381,159.71481
42985,703-004-5385,3417.8455
42986,703-004-5391,2291.1704
42987,703-004-5382,2937.8003
42988,703-004-5387,4672.088
42989,703-004-5396,7717.611
4299,703-004-5392,6120.852
42990,703-004-5390,5330.8994
42991,703-004-5398,4608.786
42992,207-008-2398,8041.6904
42993,703-004-5383,7093.5947
42994,703-004-5385,3106.4707
42995,703-004-5384,1851.7965
42996,703-004-5389,3204.122
42997,703-004-5390,7153.312
42998,703-004-5393,3090.7976
42999,703-004-5390,5609.3037
43,703-004-5383,847.6561
430,703-004-5397,9861.307
4300,703-004-5390,9138.383
43000,703-004-5395,9016.895
43001,703-004-5382,5172.9746
43002,703-004-5380,2590.466
43003,703-004-5381,5112.566
43004,703-004-5381,5417.1895
43005,703-004-5388,4528.1865
43006,703-004-5391,7391.765
43007,703-004-5384,736.9316
43008,703-004-5398,1885.4713
43009,703-004-5398,69.66353
4301,703-004-5387,3011.4556
43010,703-004-5384,8373.717
43011,703-004-5392,3220.371
43012,703-004-5381,6623.5786
43013,703-004-5398,1354.1597
43014,703-004-5386,3334.7488
43015,703-004-5380,9220.673
43016,703-004-5384,2683.4363
43017,703-004-5382,6016.9526
43018,703-004-5392,965.74963
43019,703-004-5399,51.198006
4302,703-004-5393,5473.3555
43020,703-004-5381,4155.1978
43021,703-004-5380,1517.868
43022,703-004-5396,1578.1533
43023,703-004-5381,3167.2085
43024,207-008-2399,3852.5068
43025,703-004-5388,9781.355
43026,703-004-5386,8710.432
43027,703-004-5390,9538.017
43028,703-004-5385,9047.41
43029,703-004-5391,4889.204
4303,703-004-5381,5250.118
43030,703-004-5391,918.3812
43031,207-008-2399,9329.765
43032,703-004-5381,5345.7124
43033,703-004-5394,4442.463
43034,207-008-2398,7984.166
43035,703-004-5390,207.1184
43036,207-008-2398,474.39755
43037,703-004-5394,9751.231
43038,703-004-5392,4884.5874
43039,703-004-5397,404.59753
4304,703-004-5395,4625.2275
43040,703-004-5381,6174.1353
43041,703-004-5392,2226.1929
43042,703-004-5382,3233.1365
43043,703-004-5386,1782.487
43044,703-004-5392,4864.797
43045,703-004-5389,752.418
43046,703-004-5397,9594.3955
43047,703-004-5392,8384.384
43048,703-004-5383,8671.147
43049,703-004-5380,1712.3597
4305,703-004-5394,9059.23
43050,703-004-5399,5350.743
43051,703-004-5397,6552.303
43052,703-004-5380,9014.766
43053,703-004-5383,9240.961
43054,703-004-5398,4825.162
43055,207-008-2399,2469.5796
43056,703-004-5380,6663.4106
43057,703-004-5387,7583.8037
43058,703-004-5381,1195.3903
43059,703-004-5384,5520.592
4306,703-004-5384,4857.2725
43060,703-004-5393,5223.4453
43061,703-004-5392,7771.4927
43062,703-004-5394,7198.764
43063,703-004-5386,6453.309
43064,703-004-5393,1401.0262
43065,703-004-5392,9753.501
43066,703-004-5392,8781.1
43067,703-004-5381,6073.1606
43068,703-004-5385,7036.9824
43069,703-004-5383,2278.868
4307,703-004-5395,2629.5894
43070,703-004-5393,289.4485
43071,703-004-5397,3127.035
43072,703-004-5381,3746.4673
43073,703-004-5387,1600.055
43074,703-004-5381,4897.6577
43075,703-004-5384,104.21276
43076,703-004-5385,772.4827
43077,703-004-5396,255.05542
43078,703-004-5391,3528.717
43079,703-004-5389,1309.8372
4308,703-004-5396,28.743149
43080,703-004-5398,2660.7854
43081,703-004-5396,3252.8752
43082,703-004-5386,2742.3567
43083,703-004-5380,5563.574
43084,703-004-5387,6744.949
43085,703-004-5395,6542.8193
43086,207-008-2399,4907.3457
43087,703-004-5397,4146.412
43088,703-004-5383,5273.003
43089,703-004-5391,5111.1396
4309,703-004-5385,185.33885
43090,703-004-5396,1488.4781
43091,703-004-5384,2805.9233
43092,703-004-5397,7227.58
43093,207-008-2399,8690.781
43094,703-004-5395,3201.5532
43095,703-004-5385,4367.2725
43096,703-004-5397,5239.588
43097,703-004-5387,2599.6072
43098,703-004-5390,4968.282
43099,703-004-5388,353.1766
431,703-004-5398,8179.615
4310,703-004-5389,9868.316
43100,703-004-5395,2233.826
43101,207-008-2399,6034.7773
43102,703-004-5380,5880.0566
43103,703-004-5393,1079.1206
43104,703-004-5399,9787.494
43105,703-004-5388,4060.198
43106,703-004-5382,3219.8596
43107,703-004-5398,1240.6337
43108,703-004-5393,9503.98
43109,703-004-5383,3736.0627
4311,703-004-5392,1861.552
43110,703-004-5392,4603.5747
43111,703-004-5387,3868.2454
43112,703-004-5380,5033.7505
43113,703-004-5389,5477.074
43114,703-004-5383,6481.913
43115,703-004-5387,3905.1323
43116,703-004-5383,6896.952
43117,703-004-5396,7644.542
43118,703-004-5384,826.02264
43119,703-004-5389,3816.5015
4312,703-004-5385,2170.1223
43120,703-004-5392,6620.6787
43121,703-004-5382,1015.2662
43122,703-004-5386,8492.974
43123,703-004-5391,4764.143
43124,703-004-5386,6844.5654
43125,703-004-5392,3015.9385
43126,703-004-5393,940.99225
43127,703-004-5393,1072.6761
43128,703-004-5391,2463.2168
43129,703-004-5396,4460.5205
4313,703-004-5385,9032.455
43130,703-004-5391,6814.002
43131,703-004-5392,805.974
43132,703-004-5396,3495.6091
43133,703-004-5389,5704.046
43134,207-008-2399,8501.067
43135,703-004-5386,5205.1665
43136,703-004-5392,1499.9467
43137,703-004-5382,2046.079
43138,703-004-5387,9008.627
43139,703-004-5388,4700.8745
4314,703-004-5384,4266.306
43140,703-004-5392,3465.9272
43141,207-008-2399,4392.462
43142,703-004-5392,5168.091
43143,703-004-5387,5721.5337
43144,703-004-5388,1695.9613
43145,703-004-5382,3746.904
43146,703-004-5387,9695.834
43147,703-004-5392,7844.6865
43148,703-004-5383,6525.2773
43149,703-004-5384,1496.0569
4315,703-004-5387,7572.026
43150,703-004-5385,2047.7849
43151,703-004-5381,8371.137
43152,703-004-5399,8575.948
43153,703-004-5396,9263.229
43154,703-004-5387,9834.017
43155,703-004-5382,1856.6305
43156,703-004-5380,9074.673
43157,703-004-5396,4930.5127
43158,703-004-5382,3965.95
43159,703-004-5399,3388.2058
4316,703-004-5395,4101.423
43160,703-004-5391,2414.8179
43161,703-004-5396,8805.283
43162,703-004-5395,5040.8276
43163,703-004-5396,4146.571
43164,703-004-5399,4636.84
43165,703-004-5393,4761.8716
43166,703-004-5392,9792.747
43167,703-004-5388,3460.4924
43168,703-004-5395,2545.9546
43169,703-004-5399,6434.6724
4317,703-004-5391,8916.66
43170,703-004-5399,7550.0415
43171,703-004-5392,7956.764
43172,703-004-5382,7813.0166
43173,703-004-5399,8661.856
43174,703-004-5394,6857.8164
43175,703-004-5396,6263.5244
43176,703-004-5395,280.90836
43177,703-004-5393,1668.2029
43178,703-004-5393,5734.903
43179,703-004-5385,2820.2163
4318,207-008-2399,3334.7566
43180,703-004-5395,3439.1958
43181,703-004-5383,198.39883
43182,703-004-5386,6630.211
43183,703-004-5386,238.49368
43184,703-004-5391,6084.424
43185,703-004-5397,8163.076
43186,703-004-5393,6880.267
43187,703-004-5384,5627.076
43188,703-004-5395,487.08737
43189,703-004-5388,125.87726
4319,703-004-5390,6895.263
43190,703-004-5397,2670.3906
43191,207-008-2399,8971.442
43192,703-004-5388,3226.6218
43193,703-004-5399,5049.2
43194,703-004-5392,1943.5817
43195,703-004-5390,73.39537
43196,703-004-5394,8235.99
43197,703-004-5386,1049.1997
43198,703-004-5380,629.6098
43199,703-004-5397,7727.551
432,703-004-5396,4751.2837
4320,703-004-5390,9875.503
43200,703-004-5385,1919.021
43201,207-008-2398,2822.3772
43202,703-004-5388,1442.1458
43203,703-004-5386,506.85944
43204,703-004-5393,2450.8792
43205,703-004-5392,9681.414
43206,703-004-5396,5300.482
43207,207-008-2398,8562.368
43208,703-004-5383,7321.8667
43209,703-004-5386,6073.7954
4321,703-004-5387,1459.0841
43210,703-004-5385,7759.5615
43211,703-004-5385,7203.57
43212,703-004-5390,831.1081
43213,703-004-5395,1532.594
43214,207-008-2399,6252.8984
43215,703-004-5384,9027.895
43216,703-004-5392,7646.765
43217,703-004-5384,3045.187
43218,703-004-5395,708.96985
43219,703-004-5389,9737.358
4322,703-004-5395,8701.4375
43220,703-004-5386,564.2319
43221,703-004-5383,3801.2415
43222,703-004-5383,7769.9233
43223,703-004-5396,8025.6772
43224,703-004-5383,3743.152
43225,207-008-2399,6860.453
43226,703-004-5393,6172.2744
43227,703-004-5386,6354.6694
43228,703-004-5383,184.85547
43229,703-004-5385,5256.247
4323,703-004-5387,4757.5156
43230,703-004-5392,2835.496
43231,703-004-5397,6348.0767
43232,703-004-5384,9191.652
43233,703-004-5390,6425.0435
43234,703-004-5389,5720.039
43235,207-008-2398,6168.3335
43236,703-004-5391,3968.8325
43237,703-004-5381,3318.4392
43238,703-004-5399,6509.8877
43239,703-004-5399,5028.007
4324,703-004-5390,6527.175
43240,703-004-5389,8246.815
43241,703-004-5380,1256.3485
43242,703-004-5392,2562.599
43243,703-004-5386,8082.1675
43244,703-004-5396,8738.381
43245,703-004-5382,1878.8701
43246,703-004-5389,9367.108
43247,207-008-2399,986.6297
43248,703-004-5384,3407.2393
43249,703-004-5389,1381.0277
