id,type,degree,inDegree,outDegree,pagerank
34285,703-004-5389,2,0,2,0.27920371738274696
34291,703-004-5380,4,3,1,0.7210159609149438
34329,207-008-2399,2,1,1,0.48770851603475696
34534,703-004-5384,3,3,0,0.9288693754706765
34630,703-004-5389,6,4,2,0.817593166078926
35159,703-004-5381,7,4,3,1.9186802091324848
35219,703-004-5390,6,3,3,1.0587871212766602
36017,703-004-5399,7,2,5,0.6968871319177203
36048,703-004-5386,6,2,4,1.0491736712260171
36289,703-004-5388,3,2,1,0.6230791003178056
36441,703-004-5389,7,2,5,0.5017794974578801
36442,703-004-5380,7,3,4,1.5410635265775205
3655,703-004-5391,7,2,5,3.1901119251888472
36588,703-004-5383,5,2,3,2.3149429039591403
36664,703-004-5391,3,1,2,0.679771863956117
36864,703-004-5382,4,1,3,0.48104975520679977
36865,703-004-5391,3,0,3,0.27920371738274696
36923,703-004-5392,4,2,2,0.7040201222129251
37405,703-004-5382,6,3,3,1.202220795264028
3761,703-004-5394,1,1,0,0.4990905162025851
37664,703-004-5382,2,0,2,0.27920371738274696
38184,207-008-2398,6,4,2,1.3670226841274384
38198,703-004-5395,3,1,2,1.017267034119475
38417,703-004-5398,2,1,1,0.42017396362992965
38464,703-004-5385,4,2,2,0.8292898105455041
3847,703-004-5384,2,0,2,0.27920371738274696
38896,703-004-5388,1,1,0,0.5873298793792827
39076,703-004-5382,4,3,1,1.2674093338302814
39286,207-008-2398,6,5,1,1.6424753443306446
39296,207-008-2398,2,1,1,0.3902511792276225
39355,703-004-5390,8,3,5,0.6117744413386788
39601,703-004-5388,5,3,2,1.821439455813836
39628,703-004-5387,6,4,2,1.970337466553817
39920,703-004-5380,3,1,2,0.39809625885104577
39955,703-004-5386,3,2,1,1.1833157470170013
40112,703-004-5391,5,3,2,1.6738428218733
40262,703-004-5399,6,2,4,0.6402304798073731
40299,703-004-5396,1,0,1,0.27920371738274696
40337,703-004-5387,2,1,1,0.35831143730785864
40780,703-004-5384,4,3,1,1.1646058304714082
41162,703-004-5383,5,4,1,1.082799376081255
412,703-004-5393,4,2,2,0.8888586915184216
41578,703-004-5386,2,1,1,0.6868305125990304
41651,703-004-5399,4,3,1,0.6931424350768055
41760,703-004-5398,6,2,4,0.4698038800773128
41901,703-004-5396,3,1,2,0.6268545795797698
42155,703-004-5382,3,1,2,1.744540559997265
4238,703-004-5380,7,3,4,1.688270849820477
42473,703-004-5382,3,1,2,0.45439294601728986
42575,703-004-5382,4,3,1,1.2426252936643818
42610,207-008-2398,6,4,2,2.5792649776038616
42926,703-004-5383,3,0,3,0.27920371738274696
43147,703-004-5392,3,1,2,0.43669954067405153
4327,703-004-5381,1,1,0,0.3666442600459473
43881,703-004-5383,2,0,2,0.27920371738274696
4394,703-004-5395,2,1,1,0.6989270056557659
43997,703-004-5397,5,3,2,1.5933185249432802
44293,207-008-2398,4,2,2,0.7752435249309768
44432,703-004-5387,6,2,4,0.8288855745155743
44506,703-004-5388,3,2,1,1.2918720349026358
44542,703-004-5398,"","","",0.27920371738274696
44644,703-004-5390,6,4,2,1.350655652784461
44899,703-004-5390,3,1,2,0.7522945994952074
44974,703-004-5395,2,1,1,0.6399476133809896
44975,703-004-5397,"","","",0.27920371738274696
45045,703-004-5384,3,2,1,0.6109898244070219
45351,703-004-5383,4,2,2,0.6022096732150174
45682,703-004-5390,4,0,4,0.27920371738274696
45829,703-004-5387,6,2,4,0.6860290626240731
45867,703-004-5398,2,1,1,0.5227024898367817
46008,703-004-5383,5,2,3,0.8397992417692606
4602,703-004-5383,3,2,1,1.65341822052816
46045,703-004-5386,2,1,1,0.6733376042258765
46298,703-004-5395,5,1,4,0.8220450992093
46348,703-004-5383,7,3,4,1.3969857882446075
47114,703-004-5397,7,6,1,1.271940428099676
47210,703-004-5390,2,2,0,0.8719757632813899
47468,703-004-5388,3,3,0,1.2484929606498951
47671,703-004-5381,2,1,1,0.42053789941645114
4773,703-004-5386,6,1,5,0.5057947243031805
47835,703-004-5398,9,4,5,1.160336829108288
47993,703-004-5388,6,4,2,2.3108824248039017
48377,703-004-5395,5,3,2,3.400616470791073
48380,703-004-5388,5,3,2,1.1173150768434252
48438,703-004-5394,8,4,4,2.1549576390311667
48620,703-004-5398,6,1,5,0.5508743328270361
49087,703-004-5388,7,3,4,1.8767861791679312
49101,703-004-5390,3,2,1,0.7700513542070112
49447,703-004-5395,5,1,4,0.32666834933781397
49644,703-004-5388,4,2,2,1.0176517544893025
49921,703-004-5381,1,0,1,0.27920371738274696
49968,703-004-5385,1,0,1,0.27920371738274696
5011,703-004-5380,3,0,3,0.27920371738274696
5025,703-004-5391,5,3,2,1.1993264459906188
5388,703-004-5384,2,0,2,0.27920371738274696
5430,703-004-5389,4,3,1,0.6399401652526351
5468,703-004-5398,5,4,1,2.150470086724998
5596,703-004-5389,6,2,4,0.998433935137267
5720,703-004-5396,4,2,2,0.8765794507673741
6034,703-004-5381,4,3,1,0.6414751672714734
6040,703-004-5382,6,3,3,1.339226729786129
6446,703-004-5380,3,1,2,0.4272075660477935
6476,703-004-5391,6,2,4,0.7973592828922281
6531,703-004-5385,7,3,4,0.6642853475987421
6552,703-004-5397,2,0,2,0.27920371738274696
6574,703-004-5390,5,2,3,0.9070920759648591
6672,703-004-5392,7,3,4,1.3366356205535623
6694,703-004-5397,2,2,0,1.9720029704832442
6730,703-004-5396,4,2,2,0.47103993820114265
6810,703-004-5396,3,2,1,0.7978839828659096
6950,703-004-5380,9,3,6,1.172582603670977
729,703-004-5396,8,4,4,1.1468783250275425
738,703-004-5386,2,1,1,0.3131070259220805
7642,703-004-5386,1,1,0,0.6356074807497276
7658,703-004-5396,"","","",0.27920371738274696
7803,703-004-5389,"","","",0.27920371738274696
7825,703-004-5384,3,1,2,0.5158578141346445
8023,703-004-5389,3,1,2,0.8534626196509595
8033,703-004-5390,5,3,2,2.1238688110183563
8093,703-004-5391,4,1,3,0.35831143730785864
8268,703-004-5387,2,1,1,0.44249002800326986
9112,703-004-5383,2,0,2,0.27920371738274696
9350,207-008-2399,3,1,2,0.45761277283495216
936,703-004-5395,3,1,2,0.35831143730785864
9987,703-004-5391,5,3,2,1.9855193044866675
9992,207-008-2399,7,4,3,2.5785141901123203
10146,703-004-5398,6,4,2,0.9864732584852522
10415,703-004-5395,4,0,4,0.27920371738274696
1059,703-004-5383,5,1,4,0.35831143730785864
10765,703-004-5392,4,2,2,0.6460904592018233
10977,703-004-5392,4,3,1,0.8284525346872067
11180,703-004-5383,6,4,2,0.8137725496506008
11430,703-004-5380,4,1,3,0.4420241902716802
11553,703-004-5392,6,2,4,0.5979376381982465
11570,703-004-5396,5,0,5,0.27920371738274696
11699,703-004-5380,2,0,2,0.27920371738274696
11841,703-004-5386,2,2,0,0.6155299926337177
12468,703-004-5396,6,4,2,1.4278904822259548
12767,703-004-5391,6,6,0,2.753203220526716
12820,703-004-5395,3,1,2,0.38070128679362736
12879,703-004-5381,3,2,1,1.1468439361549603
1297,703-004-5394,7,1,6,0.3978652972704144
13074,703-004-5393,4,1,3,0.5192238583736655
13511,703-004-5385,2,1,1,0.42938364879112256
13630,703-004-5386,5,3,2,1.4239146408068712
13779,703-004-5395,4,2,2,0.9201683484810592
14146,703-004-5384,5,1,4,0.5472820150665705
14202,703-004-5397,5,3,2,1.9079953912850676
14421,703-004-5395,5,2,3,1.0845117889523714
14614,703-004-5391,3,0,3,0.27920371738274696
15026,703-004-5390,4,2,2,0.7227888771218063
15869,703-004-5382,7,4,3,1.7392088593176813
16076,703-004-5388,2,1,1,0.3978652972704144
16352,703-004-5398,7,4,3,2.8303063916883766
16362,703-004-5399,5,3,2,0.559371197991705
16448,703-004-5392,1,1,0,0.5837218296003285
1667,207-008-2398,3,1,2,0.7825879140170782
16750,703-004-5386,9,4,5,0.9463205834548177
1682,703-004-5392,4,1,3,0.41566414400219803
16865,703-004-5398,4,4,0,1.8376782773902591
16895,703-004-5383,6,3,3,1.5662382228768996
17007,703-004-5388,5,3,2,0.593482962051259
17035,703-004-5380,3,2,1,0.7748847061881606
17170,703-004-5395,5,5,0,2.7198099457963467
17471,703-004-5396,4,2,2,1.0263264646754373
17512,207-008-2398,6,5,1,2.5753635607536935
17784,703-004-5382,5,2,3,0.5917705410182614
17810,703-004-5393,4,3,1,0.7433857214101919
17926,703-004-5397,6,2,4,0.45876242006876533
18140,703-004-5381,3,2,1,1.8552988620487862
18747,703-004-5393,3,2,1,1.2545198384519138
18845,703-004-5395,5,2,3,0.9988259939867503
18976,703-004-5390,5,3,2,1.349704728830251
19192,703-004-5395,7,2,5,0.8237762064401416
19194,703-004-5386,4,1,3,0.4838530361983817
19216,703-004-5387,3,1,2,0.42712823734814376
19222,703-004-5387,8,6,2,2.6909039766301888
19263,703-004-5393,3,0,3,0.27920371738274696
19809,703-004-5394,2,2,0,1.3445372374809121
2008,703-004-5390,6,4,2,0.8273692409039946
20253,703-004-5398,4,2,2,0.8635057668982208
20436,207-008-2399,3,0,3,0.27920371738274696
20661,207-008-2398,3,1,2,0.8013418458296087
20765,207-008-2398,7,2,5,0.49518417501198575
20954,703-004-5391,4,2,2,0.7665057803387755
20996,703-004-5391,3,1,2,1.369410755809576
21050,703-004-5397,6,2,4,0.6473668926099997
21542,207-008-2399,4,2,2,2.306398920613587
21839,703-004-5383,3,2,1,0.5970017391710555
22105,703-004-5391,2,0,2,0.27920371738274696
22169,703-004-5395,3,0,3,0.27920371738274696
22348,703-004-5382,5,2,3,0.7434549792411231
22949,703-004-5388,3,2,1,0.5422886367972426
23748,703-004-5395,6,5,1,1.112133161533512
23842,703-004-5390,5,2,3,1.6255685232052706
24107,703-004-5399,2,2,0,0.8119319232416137
24168,703-004-5396,7,2,5,0.6628761590195384
24510,207-008-2399,1,0,1,0.27920371738274696
24803,703-004-5386,"","","",0.27920371738274696
2484,703-004-5399,2,1,1,1.6300705390586125
24856,703-004-5388,4,3,1,1.335536586373116
24875,703-004-5389,5,1,4,1.0994150768707203
24915,703-004-5389,2,2,0,0.46561371917786876
25072,703-004-5387,8,4,4,1.802927114154454
25203,703-004-5388,4,1,3,0.6000619267008256
25534,703-004-5389,4,3,1,0.7537817939435719
25652,207-008-2398,2,2,0,1.4533926824791628
25759,703-004-5397,3,1,2,0.4951648201723722
25812,703-004-5386,3,2,1,0.8777219255398558
2584,703-004-5399,1,0,1,0.27920371738274696
25851,703-004-5389,6,2,4,1.1267648721103478
25949,703-004-5387,5,2,3,2.1249089104108987
26023,703-004-5398,7,5,2,1.9346289998822515
26064,703-004-5384,6,5,1,3.8325780422191964
26119,703-004-5383,5,2,3,0.6329840676892075
2636,703-004-5387,3,3,0,1.1955131307971716
2658,703-004-5395,2,1,1,0.381926033464075
26580,207-008-2399,4,3,1,1.4518713607481506
26640,703-004-5387,4,2,2,0.8255358458539921
26730,703-004-5390,3,1,2,0.8657236285240579
26895,703-004-5397,4,2,2,1.37372968005116
26985,703-004-5394,4,2,2,0.6610404607638769
27207,703-004-5393,4,3,1,1.5694680448835847
27490,703-004-5396,2,0,2,0.27920371738274696
27921,703-004-5398,4,3,1,2.331053457250856
28260,703-004-5394,5,2,3,1.3494740602248327
28418,703-004-5382,3,2,1,0.8154717901536914
28459,703-004-5399,2,2,0,0.9916742050319314
28669,703-004-5384,4,1,3,0.6541748533336511
28711,703-004-5385,4,1,3,0.4880863425898346
29319,703-004-5397,3,2,1,1.1188910559369822
29755,703-004-5383,6,4,2,1.0586501915069162
29796,703-004-5398,5,4,1,1.5344904094751837
29894,703-004-5387,5,2,3,0.8978521124809642
30695,703-004-5385,7,3,4,1.5614595904760105
30793,703-004-5391,5,2,3,1.7852334959262541
31090,703-004-5390,2,0,2,0.27920371738274696
31424,703-004-5387,4,3,1,3.5390178966955186
31426,703-004-5390,3,0,3,0.27920371738274696
31487,703-004-5399,3,1,2,0.786114941082169
31489,703-004-5384,7,4,3,0.8992481317647394
3152,703-004-5387,4,3,1,2.2671368643737497
31545,703-004-5388,4,2,2,1.7578120293218118
31554,703-004-5387,2,2,0,1.4047687275142766
31601,703-004-5386,6,3,3,0.9281494596761914
31858,703-004-5389,2,1,1,0.5942585428120302
31942,703-004-5381,4,3,1,1.7448184277180376
32044,703-004-5392,4,2,2,0.45719608721424815
32075,703-004-5385,1,0,1,0.27920371738274696
32689,703-004-5391,2,2,0,0.7310761010444681
32840,703-004-5393,1,0,1,0.27920371738274696
32867,703-004-5387,5,1,4,0.9805835559145756
32902,703-004-5390,2,0,2,0.27920371738274696
33083,703-004-5380,2,1,1,0.7174828181856838
33108,207-008-2399,3,1,2,0.33853450732658075
3335,703-004-5390,10,5,5,2.213115610506292
33572,703-004-5392,2,2,0,0.889754736204544
33587,703-004-5380,8,5,3,1.9361762877667892
34145,207-008-2399,2,0,2,0.27920371738274696
34421,703-004-5389,6,3,3,1.1031783563479023
34691,703-004-5380,1,0,1,0.27920371738274696
34993,703-004-5380,2,0,2,0.27920371738274696
35083,703-004-5385,2,1,1,0.5155976005499554
35352,207-008-2398,7,5,2,1.4991313870613348
35429,207-008-2398,4,4,0,1.271908845212951
35761,703-004-5384,2,0,2,0.27920371738274696
36095,703-004-5397,2,1,1,0.5758920647249833
36277,703-004-5381,2,2,0,0.5321979897313068
36534,703-004-5394,3,1,2,0.3805292617015212
36770,703-004-5389,4,1,3,0.9733718717359979
36919,703-004-5391,3,1,2,0.9792998845606471
36946,703-004-5386,2,1,1,0.35831143730785864
37262,703-004-5398,3,2,1,0.4335637153650129
37531,703-004-5394,"","","",0.27920371738274696
376,703-004-5386,3,2,1,0.6403429642834165
38107,703-004-5385,2,0,2,0.27920371738274696
38127,703-004-5383,6,1,5,0.6604215405334484
38416,703-004-5399,4,2,2,0.7268385216149706
38426,703-004-5386,4,2,2,0.577730831275204
3874,703-004-5399,3,0,3,0.27920371738274696
3901,703-004-5392,3,1,2,0.8570340412007509
39200,207-008-2399,2,1,1,1.5994929724660265
40671,703-004-5386,3,2,1,0.672713602262874
40695,703-004-5397,2,2,0,1.0582466312550014
41161,703-004-5384,4,1,3,0.3900473298577316
41240,703-004-5398,2,1,1,0.6388224679298091
41461,703-004-5390,7,4,3,1.5578560692448462
41958,207-008-2399,3,1,2,1.063389948365056
42057,703-004-5398,8,4,4,1.8205298526988685
42169,703-004-5384,4,1,3,0.8804475126507028
42316,703-004-5390,"","","",0.27920371738274696
42594,703-004-5383,5,3,2,1.4857757080942413
42678,703-004-5393,5,0,5,0.27920371738274696
42721,703-004-5388,5,3,2,1.2148068919475856
42856,703-004-5382,5,2,3,2.994162694607998
4342,703-004-5397,8,4,4,2.992690425747608
43449,703-004-5384,5,2,3,0.6856196284980081
43546,207-008-2399,5,3,2,0.8141917294127077
43824,703-004-5396,5,1,4,0.48371911342085855
43990,703-004-5391,3,2,1,0.7057218236525094
44034,207-008-2398,5,4,1,1.056774566332844
44301,703-004-5396,5,3,2,1.407838423786335
44878,703-004-5396,4,2,2,1.7414434613456937
45135,703-004-5381,4,1,3,0.36951836429724944
45392,703-004-5386,3,2,1,0.5148501333356609
45524,703-004-5398,2,1,1,0.9300045151582955
45846,703-004-5392,4,4,0,1.2996984630572492
45887,703-004-5386,5,2,3,2.151325209218913
46070,703-004-5393,3,2,1,1.0609792905028534
46127,207-008-2398,"","","",0.27920371738274696
4622,703-004-5393,5,1,4,0.4822956343105927
46307,703-004-5396,3,1,2,0.6098245443447605
46610,703-004-5385,2,1,1,0.42211180665403436
46611,703-004-5382,5,1,4,0.35831143730785864
46668,703-004-5393,3,2,1,0.9276381592579995
47399,703-004-5398,6,4,2,0.8091531985849345
47453,703-004-5393,3,2,1,0.587130517191244
47465,703-004-5384,3,0,3,0.27920371738274696
47541,703-004-5393,6,3,3,4.263832577184706
47560,207-008-2398,2,1,1,0.32666834933781397
47575,703-004-5393,8,1,7,0.6644658354195963
47687,703-004-5395,6,2,4,1.091805993975183
47791,703-004-5380,2,0,2,0.27920371738274696
48310,703-004-5388,3,2,1,0.48234946458198324
48430,703-004-5384,6,3,3,0.7875783367117901
48868,703-004-5387,4,1,3,0.5359965435229265
48904,703-004-5381,4,3,1,1.2677393661481384
48968,207-008-2399,4,2,2,0.6884763939615206
49226,703-004-5399,5,4,1,1.2930090728348134
49428,703-004-5382,5,3,2,3.2535141679065247
49505,703-004-5394,3,0,3,0.27920371738274696
49558,703-004-5391,5,3,2,0.65406665938556
49640,703-004-5398,4,3,1,0.77443712655268
506,703-004-5386,5,2,3,1.0086251200967151
5552,703-004-5397,7,4,3,1.6104228303173227
5708,207-008-2399,6,5,1,1.712924304114457
5781,703-004-5386,6,2,4,0.786503464076084
582,703-004-5393,5,0,5,0.27920371738274696
585,703-004-5384,4,1,3,0.3978652972704144
5914,703-004-5391,5,4,1,1.6258931026566532
5940,703-004-5391,5,2,3,0.721124651025648
6055,703-004-5395,4,3,1,2.005129343164237
6196,703-004-5381,3,1,2,0.5014799862501207
6578,703-004-5387,2,1,1,0.5430659974009383
6599,703-004-5398,1,1,0,0.43801580978551946
6638,703-004-5396,3,2,1,0.5144739137147715
6752,703-004-5397,5,3,2,1.298987034002901
7142,703-004-5383,5,2,3,0.49895466285034185
7229,703-004-5398,6,3,3,0.7329594851962895
7308,703-004-5388,4,4,0,1.3045011706117084
7674,703-004-5395,6,3,3,0.5844048002862678
7771,703-004-5390,2,2,0,0.9154625861410847
8157,703-004-5387,1,1,0,0.42007759738412787
8162,703-004-5385,4,2,2,1.142227700319488
8839,703-004-5395,3,1,2,0.4858511999881002
8851,703-004-5388,3,1,2,0.5333164663902169
913,207-008-2399,8,7,1,2.012399080283834
9273,703-004-5391,4,2,2,0.5869703336721811
977,703-004-5381,2,1,1,0.5543541974127236
9820,207-008-2399,4,3,1,1.0679855646485623
10232,703-004-5389,3,0,3,0.27920371738274696
10551,703-004-5382,4,3,1,1.0302108989435395
10585,703-004-5385,2,1,1,0.49630986394341187
10614,703-004-5381,4,3,1,1.155415257497476
1068,703-004-5380,6,5,1,1.296742661651216
10734,703-004-5393,5,2,3,1.109186515305186
11040,703-004-5390,2,1,1,0.5612316491776713
11094,703-004-5386,2,2,0,1.2799640768572962
11361,703-004-5385,5,3,2,1.3121435231967817
1140,703-004-5389,4,3,1,0.9034485368119115
11654,703-004-5388,5,2,3,1.2948422500364787
12202,703-004-5393,6,3,3,1.4909102671148808
12203,703-004-5386,3,1,2,0.36951836429724944
12415,703-004-5383,4,4,0,2.7952772033210467
12490,703-004-5385,4,3,1,1.906418184055445
12499,703-004-5382,5,3,2,0.6841575711737685
12670,703-004-5384,5,3,2,0.6795686506612278
13321,703-004-5398,2,2,0,1.515802617464974
13424,703-004-5382,1,0,1,0.27920371738274696
13691,703-004-5397,3,2,1,0.8073112022906958
13843,703-004-5380,1,1,0,0.5798836531981377
14018,703-004-5384,1,1,0,0.7608395951419646
14117,703-004-5399,4,2,2,0.6621313647044462
14308,703-004-5380,2,1,1,0.5165268771580819
144,703-004-5398,6,2,4,0.9540174767717529
14750,703-004-5395,5,2,3,0.515249049373878
15335,703-004-5395,5,2,3,0.9172376521117441
15398,703-004-5380,4,3,1,1.503921624120772
15847,703-004-5396,3,1,2,0.4324759395074263
1606,207-008-2399,3,1,2,0.3668247134722495
16189,703-004-5397,8,2,6,1.9917011081666212
1714,703-004-5393,7,3,4,1.8095875222697437
17565,703-004-5389,1,0,1,0.27920371738274696
176,703-004-5393,6,3,3,0.7992189156677911
18044,703-004-5382,6,5,1,1.5057848054086422
18296,703-004-5392,4,1,3,0.3978652972704144
18402,703-004-5383,2,1,1,0.39753897792572335
18823,703-004-5395,4,2,2,0.8496117660625251
1917,207-008-2398,2,1,1,0.41669416909657997
19613,703-004-5385,7,2,5,0.6565775653284363
19874,207-008-2398,4,4,0,1.2152991667105995
20073,703-004-5388,3,1,2,1.2807464452570667
20115,703-004-5382,7,1,6,0.6983783440579923
20327,703-004-5396,2,0,2,0.27920371738274696
2084,703-004-5384,7,3,4,1.7660371877858645
20893,703-004-5386,4,3,1,0.8204424872505575
20919,703-004-5395,7,5,2,2.6167239676985266
20922,703-004-5386,6,3,3,1.2021742307515257
21126,703-004-5387,7,2,5,1.585466981826254
21469,703-004-5380,3,1,2,0.7666697113664587
21809,207-008-2398,7,2,5,0.5769412848916583
21859,703-004-5399,3,1,2,0.32666834933781397
21898,703-004-5385,6,2,4,0.9192801683862365
22003,703-004-5396,1,1,0,0.3637500930527101
2202,703-004-5387,4,0,4,0.27920371738274696
22307,703-004-5390,4,1,3,0.7725796346621566
22328,703-004-5397,5,4,1,0.7451712089012753
22357,703-004-5392,4,2,2,0.7327390102204303
23432,703-004-5398,1,0,1,0.27920371738274696
23719,703-004-5393,3,0,3,0.27920371738274696
23818,703-004-5394,3,2,1,0.5356851910864266
23926,703-004-5390,4,0,4,0.27920371738274696
24228,703-004-5388,7,5,2,1.6139305693142785
24312,703-004-5390,4,0,4,0.27920371738274696
24441,703-004-5398,6,2,4,1.8141952128577183
24880,703-004-5393,7,5,2,1.3057993088953896
25129,703-004-5388,3,2,1,0.7458415424307477
25309,703-004-5387,2,1,1,0.3923882915832162
25572,703-004-5383,7,2,5,0.9395966424130773
25615,703-004-5396,7,3,4,1.6084991875048718
26155,703-004-5384,9,4,5,1.0429436805676309
26274,703-004-5382,2,1,1,0.6562073256973812
26546,703-004-5395,5,3,2,1.864134787927216
2679,703-004-5382,4,2,2,0.42182010371023726
26989,703-004-5398,6,2,4,1.285604134817468
27073,703-004-5383,3,0,3,0.27920371738274696
27156,703-004-5393,5,1,4,0.7643846135933913
27176,703-004-5392,4,2,2,1.7575219014432981
2748,703-004-5392,2,1,1,0.5094252635741041
27626,207-008-2399,4,1,3,0.36173131313204354
27674,703-004-5392,6,5,1,2.76751653151904
27741,703-004-5382,5,2,3,1.9587459018390943
29053,703-004-5390,1,0,1,0.27920371738274696
29056,703-004-5385,2,1,1,0.7700602984655766
2910,703-004-5399,5,2,3,0.7731074886615342
29269,703-004-5389,2,2,0,0.8290658677824927
29427,703-004-5387,5,3,2,2.5356566835898797
29844,703-004-5382,5,4,1,1.17485742677024
30025,703-004-5381,1,0,1,0.27920371738274696
30687,703-004-5399,4,1,3,0.5568718143198889
30741,703-004-5385,4,3,1,0.8269634426997116
30765,207-008-2399,7,4,3,1.5381164418563975
30777,703-004-5386,2,1,1,0.5316474923998098
30941,703-004-5397,1,0,1,0.27920371738274696
3122,703-004-5388,2,2,0,0.9069357267865854
31394,703-004-5395,5,4,1,1.356843286401611
31727,703-004-5399,3,1,2,0.6260163224034692
31972,703-004-5386,4,2,2,0.9653814003772933
32326,207-008-2399,9,8,1,2.343855198425154
32493,703-004-5390,1,0,1,0.27920371738274696
32710,703-004-5388,8,3,5,0.6783280709134203
32766,703-004-5383,5,3,2,1.9960552862157959
33153,703-004-5392,1,1,0,0.5748041640850724
33222,703-004-5390,4,0,4,0.27920371738274696
33281,703-004-5386,4,2,2,1.2027696737295168
33608,703-004-5396,2,2,0,0.7265855897131023
33660,703-004-5385,7,4,3,2.617409017577054
3375,703-004-5394,6,1,5,0.3762528209752492
33763,207-008-2398,4,2,2,0.510738091693798
33967,703-004-5391,3,0,3,0.27920371738274696
34026,703-004-5388,1,1,0,0.5027303656849573
34048,703-004-5380,6,3,3,0.7395003643728995
3431,703-004-5380,8,4,4,1.2037315356855853
34581,703-004-5393,4,1,3,0.6102824515454536
34656,703-004-5396,3,1,2,0.3637500930527101
34681,703-004-5384,4,1,3,0.5296801917739247
34694,207-008-2398,4,1,3,1.2381628788881125
34865,703-004-5392,4,0,4,0.27920371738274696
35075,703-004-5394,5,0,5,0.27920371738274696
35242,703-004-5386,3,2,1,0.8071293722531879
35317,703-004-5392,5,4,1,1.8234616873335894
35422,703-004-5384,4,2,2,0.7090274507777381
35512,703-004-5390,7,3,4,0.6375475622649447
35803,703-004-5391,4,3,1,0.9198996960706896
36082,703-004-5384,9,5,4,4.0700367090675815
36147,703-004-5397,3,2,1,1.298856058122449
3743,703-004-5387,3,3,0,1.2291229010113722
3756,703-004-5386,7,6,1,1.348333390707135
37638,703-004-5384,4,2,2,0.6648538520176662
37973,703-004-5393,8,5,3,1.402856784573283
3806,703-004-5392,6,1,5,0.6442198678856159
3818,207-008-2398,3,2,1,0.7490366317140591
38244,703-004-5386,4,2,2,1.9969816286538633
38352,703-004-5381,2,2,0,0.5652354709988483
38771,703-004-5398,6,3,3,1.4619916913553088
38954,703-004-5392,5,3,2,0.7175610626269298
39380,703-004-5384,3,1,2,0.46607740361610916
39429,703-004-5397,2,0,2,0.27920371738274696
39774,703-004-5385,4,3,1,1.1383598059144295
39790,703-004-5385,1,1,0,0.3468408179187174
39923,703-004-5385,6,6,0,1.9264698046030144
40044,703-004-5394,3,3,0,0.8919518219570536
4051,703-004-5398,7,3,4,1.6153715701238873
4055,703-004-5398,5,1,4,0.5808266225388115
40722,703-004-5388,3,2,1,0.5249900729927902
41408,703-004-5381,5,1,4,0.6231063419220257
41486,703-004-5388,6,2,4,0.7382169095392034
41867,703-004-5387,2,0,2,0.27920371738274696
42108,703-004-5398,4,2,2,0.7807525540346097
42145,703-004-5396,3,2,1,0.8512412041132752
42186,703-004-5386,3,1,2,0.6141203669187807
42364,703-004-5397,4,1,3,0.508243849991316
42386,703-004-5385,8,5,3,1.4622260382294416
42482,703-004-5398,2,1,1,0.3468408179187174
42731,703-004-5390,1,1,0,4.694656698142409
42880,703-004-5387,4,1,3,0.3734090632516913
43080,703-004-5398,3,2,1,1.2368820160068867
43257,703-004-5393,4,1,3,1.1314518717033069
43779,703-004-5391,2,1,1,0.4615539664815064
43944,703-004-5386,4,1,3,0.5016463193860652
44059,703-004-5383,4,3,1,0.8840390267123829
44318,703-004-5381,3,1,2,1.600982278211142
44389,703-004-5384,4,1,3,0.9691309799855077
44827,703-004-5380,2,1,1,0.44829646872267315
44850,703-004-5394,3,2,1,0.5577329348128236
44887,703-004-5395,1,0,1,0.27920371738274696
45030,703-004-5399,3,2,1,2.0399273280737487
45335,703-004-5391,3,1,2,0.41602981964391045
46071,703-004-5392,4,1,3,0.33853450732658075
46072,703-004-5380,3,2,1,0.7814694792197234
46081,703-004-5394,5,4,1,2.3754359736961392
46270,703-004-5385,10,6,4,3.1778379052665686
46328,703-004-5389,2,0,2,0.27920371738274696
46388,703-004-5386,5,2,3,1.5027885229988602
46451,207-008-2398,2,1,1,0.9632808884718802
46463,703-004-5383,4,2,2,1.0118631607932882
46750,703-004-5395,5,3,2,1.0431878281549012
46778,703-004-5399,3,0,3,0.27920371738274696
46944,703-004-5396,6,2,4,0.7404241222627012
46953,703-004-5382,4,1,3,0.3468408179187174
47186,703-004-5380,4,2,2,0.6029375532962934
47208,703-004-5382,6,4,2,1.0465266073846777
48012,703-004-5381,4,4,0,1.6075922726135539
48205,703-004-5384,5,2,3,0.7641340405236813
4822,207-008-2398,1,1,0,0.5748688981371003
4824,703-004-5386,3,1,2,0.5699304373502824
48388,703-004-5381,9,3,6,2.1418339570757996
48555,703-004-5397,3,3,0,1.1119936094302485
48714,703-004-5395,5,2,3,0.3922147458471921
48948,703-004-5394,"","","",0.27920371738274696
48987,703-004-5380,2,1,1,1.3170480709989063
49006,703-004-5388,4,3,1,0.9139828208948733
4920,207-008-2398,"","","",0.27920371738274696
49783,703-004-5383,4,2,2,0.4310905396389613
4990,703-004-5395,5,3,2,0.9412442884892392
49911,703-004-5393,5,1,4,0.4870852573968724
49928,703-004-5385,1,1,0,0.43492257326680367
5114,703-004-5398,4,2,2,0.7174534291628095
531,703-004-5399,2,1,1,0.33853450732658075
5365,703-004-5380,5,1,4,0.7215422672028337
5446,703-004-5380,5,3,2,1.4516870361808125
5604,703-004-5389,5,3,2,1.1403957583434154
5807,703-004-5387,8,3,5,1.0668116527363833
